ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,2/13/20,81.047501,81.555,80.837502,81.217499,80.057739,94747600
AAPL,2/14/20,81.184998,81.495003,80.712502,81.237503,80.077461,80113600
AAPL,2/18/20,78.839996,79.9375,78.652496,79.75,78.611198,152531200
AAPL,2/19/20,80,81.142502,80,80.904999,79.749702,93984000
AAPL,2/20/20,80.657501,81.162498,79.552498,80.074997,78.931564,100566000
AAPL,2/21/20,79.654999,80.112503,77.625,78.262497,77.144943,129554000
AAPL,2/24/20,74.315002,76.044998,72.307503,74.544998,73.480522,222195200
AAPL,2/25/20,75.237503,75.6325,71.532501,72.019997,70.991577,230673600
AAPL,2/26/20,71.6325,74.470001,71.625,73.162498,72.117767,198054800
AAPL,2/27/20,70.275002,71.5,68.239998,68.379997,67.403557,320605600
AAPL,2/28/20,64.315002,69.602501,64.092499,68.339996,67.364128,426884800
AAPL,3/2/20,70.57,75.360001,69.43,74.702499,73.635773,341397200
AAPL,3/3/20,75.917503,76,71.449997,72.330002,71.297157,319475600
AAPL,3/4/20,74.110001,75.849998,73.282501,75.684998,74.60424,219178400
AAPL,3/5/20,73.879997,74.887497,72.852501,73.230003,72.184303,187572800
AAPL,3/6/20,70.5,72.705002,70.307503,72.2575,71.225685,226176800
AAPL,3/9/20,65.9375,69.522499,65.75,66.542503,65.592308,286744800
AAPL,3/10/20,69.285004,71.610001,67.342499,71.334999,70.316368,285290000
AAPL,3/11/20,69.347504,70.305,67.964996,68.857498,67.874245,255598800
AAPL,3/12/20,63.985001,67.5,62,62.057499,61.171341,418474000
AAPL,3/13/20,66.222504,69.980003,63.237499,69.4925,68.500175,370732000
AAPL,3/16/20,60.487499,64.769997,60,60.552502,59.687832,322423600
AAPL,3/17/20,61.877499,64.402496,59.599998,63.215,62.312309,324056000
AAPL,3/18/20,59.942501,62.5,59.279999,61.6675,60.786911,300233600
AAPL,3/19/20,61.8475,63.209999,60.6525,61.195,60.321156,271857200
AAPL,3/20/20,61.794998,62.9575,57,57.310001,56.491634,401693200
AAPL,3/23/20,57.02,57.125,53.1525,56.092499,55.291519,336752800
AAPL,3/24/20,59.09,61.922501,58.575001,61.720001,60.838661,287531200
AAPL,3/25/20,62.6875,64.5625,61.075001,61.380001,60.503517,303602000
AAPL,3/26/20,61.630001,64.669998,61.59,64.610001,63.687393,252087200
AAPL,3/27/20,63.1875,63.967499,61.762501,61.935001,61.050594,204216800
AAPL,3/30/20,62.685001,63.880001,62.349998,63.702499,62.79285,167976400
AAPL,3/31/20,63.900002,65.622498,63,63.572498,62.664707,197002000
AAPL,4/1/20,61.625,62.18,59.782501,60.227501,59.367474,176218400
AAPL,4/2/20,60.084999,61.287498,59.224998,61.232498,60.35812,165934000
AAPL,4/3/20,60.700001,61.424999,59.7425,60.352501,59.490692,129880000
AAPL,4/6/20,62.724998,65.777496,62.345001,65.6175,64.680504,201820400
AAPL,4/7/20,67.699997,67.925003,64.75,64.857498,63.931355,202887200
AAPL,4/8/20,65.684998,66.842499,65.307503,66.517502,65.567657,168895200
AAPL,4/9/20,67.175003,67.517502,66.175003,66.997498,66.040802,162116400
AAPL,4/13/20,67.077499,68.425003,66.457497,68.3125,67.337029,131022800
AAPL,4/14/20,70,72.0625,69.512497,71.762497,70.737755,194994800
AAPL,4/15/20,70.599998,71.582497,70.157501,71.107498,70.09211,131154400
AAPL,4/16/20,71.845001,72.050003,70.587502,71.672501,70.64904,157125200
AAPL,4/17/20,71.172501,71.737503,69.214996,70.699997,69.690422,215250000
AAPL,4/20/20,69.487503,70.419998,69.212502,69.232498,68.243881,130015200
AAPL,4/21/20,69.07,69.3125,66.357498,67.092499,66.134438,180991600
AAPL,4/22/20,68.402496,69.474998,68.050003,69.025002,68.039352,117057200
AAPL,4/23/20,68.967499,70.4375,68.717499,68.7575,67.775673,124814400
AAPL,4/24/20,69.300003,70.752502,69.25,70.7425,69.732323,126508800
AAPL,4/27/20,70.449997,71.135002,69.987503,70.792503,69.781609,117087600
AAPL,4/28/20,71.269997,71.457497,69.550003,69.644997,68.65049,112004800
AAPL,4/29/20,71.182503,72.417503,70.972504,71.932503,70.905334,137280800
